Year,County,Hospital,Hospital ID,Performance Measure,Total Statewide CABG Cases,Total Statewide CABG Cases for Performance Measure Reporting,Statewide Adverse Events,Statewide Adverse Events Rate (%),Total Hospital CABG Cases,Total Hospital CABG Cases for Performance Measure Reporting,Hospital Adverse Events,Hospital Observed Adverse Events Rate (%),Hospital Expected Adverse Events Rate (%),"Hospital Risk-Adjusted Adverse Events Rate (%,RAAER)",Hospital Lower 95% CI for RAAER,Hospital Upper 95% CI for RAAER,Performance Rating,Longitude,Latitude
2019-2020,Los Angeles,Providence Holy Cross Medical Center,106190385,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,120,85,8,9.41,13.14,8.43,3.64,16.61,Average,-118.46,34.28
2019-2020,Los Angeles,PIH Health Good Samaritan Hospital,106190392,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,211,105,12,11.43,12.31,10.92,5.64,19.08,Average,-118.27,34.05
2019-2020,Los Angeles,Huntington Memorial Hospital,106190400,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,267,173,26,15.03,10.72,16.50,10.78,24.18,Average,-118.15,34.14
2019-2020,Los Angeles,Emanate Health Inter-Community Hospital,106190413,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,331,255,26,10.20,12.56,9.56,6.24,14.01,Average,-117.89,34.09
2019-2020,Los Angeles,Torrance Memorial Medical Center,106190422,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,146,103,20,19.42,11.61,19.68,12.02,30.39,Worse,-118.34,33.81
2019-2020,Los Angeles,Kaiser Foundation Hospital - Los Angeles,106190429,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,"1,699","1,327",106,7.99,11.89,7.91,6.47,9.56,Better,-118.30,34.1
2019-2020,Los Angeles,Providence Little Company of Mary Medical Center - Torrance,106190470,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,216,169,24,14.20,14.09,11.86,7.60,17.65,Average,-118.36,33.84
2019-2020,Los Angeles,Providence Cedars-Sinai Tarzana Medical Center,106190517,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,100,73,11,15.07,12.48,14.22,7.10,25.44,Average,-118.53,34.17
2019-2020,Los Angeles,Glendale Memorial Hospital and Health Center,106190522,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,136,95,13,13.68,11.18,14.40,7.67,24.63,Average,-118.26,34.13
2019-2020,Los Angeles,Memorialcare Long Beach Medical Center,106190525,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,291,197,25,12.69,11.51,12.98,8.40,19.16,Average,-118.19,33.81
2019-2020,Los Angeles,Methodist Hospital of Southern California,106190529,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,76,62,8,12.90,10.91,13.92,6.01,27.42,Average,-118.04,34.14
2019-2020,Los Angeles,Cedars Sinai Medical Center,106190555,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,494,257,35,13.62,11.69,13.72,9.56,19.08,Average,-118.38,34.08
2019-2020,Los Angeles,Northridge Hospital Medical Center,106190568,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,171,124,11,8.87,11.58,9.02,4.50,16.13,Average,-118.53,34.22
2019-2020,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,190,156,20,12.82,11.93,12.65,7.73,19.54,Average,-117.75,34.08
2019-2020,Los Angeles,PIH Health Hospital - Whittier,106190631,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,213,124,22,17.74,13.41,15.57,9.76,23.58,Average,-118.05,33.97
2019-2020,Los Angeles,St. Francis Medical Center,106190754,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,52,38,7,18.42,12.04,18.01,7.24,37.11,Average,-118.20,33.93
2019-2020,Los Angeles,St. John's Health Center,106190756,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,125,66,6,9.09,11.64,9.19,3.37,20.01,Average,-118.48,34.03
2019-2020,Los Angeles,Providence Saint Joseph Medical Center,106190758,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,79,61,6,9.84,10.62,10.90,4.00,23.72,Average,-118.33,34.16
2019-2020,Los Angeles,St. Vincent Medical Center,106190762,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,37,25,2,8.00,10.45,9.01,1.09,32.56,Average,-118.27,34.06
2019-2020,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,423,193,20,10.36,11.60,10.51,6.42,16.23,Average,-118.45,34.07
2019-2020,Los Angeles,Valley Presbyterian Hospital,106190812,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,68,44,9,20.45,14.62,16.47,7.53,31.27,Average,-118.46,34.19
2019-2020,Los Angeles,West Hills Hospital and Medical Center,106190859,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,115,74,9,12.16,12.52,11.44,5.23,21.71,Average,-118.63,34.2
2019-2020,Los Angeles,Adventist Health White Memorial,106190878,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,107,63,12,19.05,14.15,15.84,8.18,27.67,Average,-118.22,34.05
2019-2020,Los Angeles,Henry Mayo Newhall Hospital,106190949,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,94,72,15,20.83,12.22,20.06,11.23,33.09,Average,-118.55,34.4
2019-2020,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,106191227,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,107,60,9,15.00,10.78,16.38,7.49,31.09,Average,-118.29,33.83
2019-2020,Los Angeles,Los Angeles County/University of Southern California Medical Center,106191228,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,121,64,12,18.75,10.82,20.39,10.54,35.62,Average,-118.21,34.06
2019-2020,Los Angeles,Keck Hospital of University of Southern California,106194219,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,279,70,8,11.43,12.40,10.85,4.68,21.37,Average,-118.20,34.06
2019-2020,Marin,Marinhealth Medical Center,106211006,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,71,46,4,8.70,9.89,10.34,2.82,26.49,Average,-122.54,37.95
2019-2020,Monterey,Community Hospital of the Monterey Peninsula,106270744,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,212,145,13,8.97,12.26,8.61,4.58,14.72,Average,-121.92,36.6
2019-2020,Monterey,Salinas Valley Memorial Hospital,106270875,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,208,150,20,13.33,12.26,12.81,7.82,19.78,Average,-121.65,36.66
2019-2020,Napa,Providence Queen of the Valley Medical Center,106281047,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,67,51,10,19.61,11.58,19.93,9.56,36.65,Average,-122.30,38.32
2019-2020,Napa,Adventist Health St. Helena,106281078,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,214,97,12,12.37,11.97,12.16,6.28,21.25,Average,-122.47,38.54
2019-2020,Orange,Memorialcare Orange Coast Medical Center,106300225,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,201,154,11,7.14,10.56,7.97,3.98,14.25,Average,-117.96,33.7
2019-2020,Orange,AHMC Anaheim Regional Medical Center,106301098,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,233,132,21,15.91,11.53,16.24,10.05,24.83,Average,-117.93,33.85
2019-2020,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,106301175,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,174,110,18,16.36,11.07,17.40,10.31,27.51,Average,-117.94,33.72
2019-2020,Orange,Anaheim Global Medical Center,106301188,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,60,37,7,18.92,13.06,17.05,6.86,35.13,Average,-117.91,33.82
2019-2020,Orange,Hoag Memorial Hospital Presbyterian,106301205,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,489,329,27,8.21,9.94,9.72,6.41,14.14,Average,-117.93,33.63
2019-2020,Orange,Providence Mission Hospital,106301262,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,237,165,7,4.24,10.33,4.83,1.94,9.96,Better,-117.67,33.56
2019-2020,Orange,UC Irvine Medical Center,106301279,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,217,111,13,11.71,13.86,9.95,5.30,17.01,Average,-117.89,33.79
2019-2020,Orange,Memorialcare Saddleback Medical Center,106301317,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,119,100,11,11.00,10.26,12.62,6.30,22.58,Average,-117.71,33.61
2019-2020,Orange,Providence St. Joseph Hospital,106301340,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,275,185,19,10.27,11.95,10.11,6.09,15.80,Average,-117.87,33.78
2019-2020,Orange,Providence St. Jude Medical Center,106301342,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,202,140,14,10.00,12.49,9.42,5.15,15.81,Average,-117.93,33.89
2019-2020,Orange,West Anaheim Medical Center,106301379,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,43,31,8,25.81,11.35,26.75,11.55,52.72,Average,-117.99,33.82
2019-2020,Orange,Orange County Global Medical Center,106301566,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,86,53,10,18.87,13.20,16.82,8.07,30.93,Average,-117.83,33.75
2019-2020,Riverside,Desert Regional Medical Center,106331164,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,239,192,20,10.42,11.54,10.63,6.49,16.42,Average,-116.55,33.84
2019-2020,Riverside,Eisenhower Medical Center,106331168,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,278,198,25,12.63,12.28,12.10,7.83,17.86,Average,-116.41,33.76
2019-2020,Riverside,Riverside Community Hospital,106331312,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,346,220,21,9.55,12.29,9.14,5.66,13.97,Average,-117.38,33.98
2019-2020,Riverside,Temecula Valley Hospital,106334564,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,248,167,24,14.37,11.45,14.78,9.47,21.99,Average,-117.10,33.48
2019-2020,Riverside,Loma Linda University Medical Center - Murrieta,106334589,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,243,177,27,15.25,10.84,16.56,10.92,24.10,Average,-117.16,33.61
2019-2020,Sacramento,Mercy General Hospital,106340947,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,"1,269",829,57,6.88,11.74,6.89,5.22,8.93,Better,-121.45,38.57
2019-2020,Sacramento,Mercy San Juan Medical Center,106340950,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,272,157,17,10.83,11.94,10.67,6.22,17.09,Average,-121.31,38.67
2019-2020,Sacramento,UC Davis Medical Center,106341006,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,181,119,17,14.29,10.69,15.73,9.16,25.18,Average,-121.46,38.55
2019-2020,Sacramento,"Sutter Medical Center, Sacramento",106341051,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,897,578,63,10.90,11.62,11.05,8.49,14.13,Average,-121.44,38.57
2019-2020,San Bernardino,Kaiser Foundation Hospital - Fontana,106361223,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,572,447,26,5.82,11.04,6.20,4.05,9.09,Better,-117.44,34.07
2019-2020,San Bernardino,Loma Linda University Medical Center,106361246,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,611,415,58,13.98,13.59,12.11,9.19,15.65,Average,-117.26,34.05
2019-2020,San Bernardino,San Antonio Regional Hospital,106361318,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,322,226,21,9.29,11.40,9.60,5.94,14.67,Average,-117.64,34.1
2019-2020,San Bernardino,St. Bernardine Medical Center,106361339,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,451,331,39,11.78,12.23,11.34,8.06,15.50,Average,-117.28,34.13
2019-2020,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,95,76,6,7.89,11.38,8.17,3.00,17.78,Average,-117.27,34.54
2019-2020,San Bernardino,Desert Valley Hospital,106364144,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,34,24,6,25.00,15.38,19.14,7.02,41.65,Average,-117.30,34.47
2019-2020,San Diego,Alvarado Hospital Medical Center,106370652,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,18,13,2,15.38,13.40,13.51,1.64,48.81,Average,-117.06,32.78
2019-2020,San Diego,Sharp Memorial Hospital,106370694,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,238,121,20,16.53,11.14,17.46,10.66,26.96,Average,-117.16,32.8
2019-2020,San Diego,Grossmont Hospital,106370714,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,159,112,24,21.43,12.86,19.62,12.57,29.20,Worse,-117.01,32.78
2019-2020,San Diego,Scripps Mercy Hospital,106370744,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,168,118,16,13.56,10.98,14.54,8.31,23.62,Average,-117.16,32.75
2019-2020,San Diego,Palomar Health Downtown Campus,106370755,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,168,128,14,10.94,10.44,12.34,6.74,20.70,Average,-117.08,33.13
2019-2020,San Diego,Scripps Memorial Hospital - La Jolla,106370771,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,855,598,60,10.03,11.04,10.69,8.16,13.77,Average,-117.22,32.89
2019-2020,San Diego,Tri-City Medical Center - Oceanside,106370780,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,106,70,10,14.29,9.90,16.99,8.15,31.24,Average,-117.29,33.18
2019-2020,San Diego,Sharp Chula Vista Medical Center,106370875,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,148,116,26,22.41,12.32,21.41,13.98,31.37,Worse,-117.02,32.62
2019-2020,San Diego,UCSD Health La Jolla - Jacobs Medical Center & Sulpizio Cardiovascular Center,106374141,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,399,250,26,10.40,11.18,10.95,7.15,16.04,Average,-117.23,32.88
2019-2020,San Francisco,Kaiser Foundation Hospital - San Francisco,106380857,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,938,745,73,9.80,10.06,11.46,8.98,14.41,Average,-122.44,37.78
2019-2020,San Francisco,St. Mary'S Medical Center,106380965,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,7,7,0,0.00,9.10,0.00,0.00,68.13,Average,-122.45,37.77
2019-2020,San Francisco,UC San Francisco Medical Center,106381154,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,212,124,19,15.32,10.44,17.28,10.40,26.98,Average,-122.46,37.76
2019-2020,San Francisco,California Pacific Medical Center - Van Ness Campus,106384176,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,162,110,13,11.82,10.22,13.61,7.25,23.27,Average,-122.42,37.79
2019-2020,San Joaquin,Dameron Hospital,106390846,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,87,56,10,17.86,10.27,20.46,9.81,37.63,Average,-121.30,37.96
2019-2020,San Joaquin,St. Joseph's Medical Center of Stockton,106391042,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,523,361,52,14.40,14.59,11.62,8.68,15.24,Average,-121.29,37.97
2019-2020,San Luis Obispo,French Hospital Medical Center,106400480,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,181,128,10,7.81,11.09,8.29,3.98,15.25,Average,-120.65,35.28
2019-2020,San Mateo,AHMC Seton Medical Center,106410817,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,106,73,9,12.33,11.37,12.76,5.83,24.22,Average,-122.47,37.68
2019-2020,San Mateo,Mills-Peninsula Medical Center,106410852,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,132,90,6,6.67,9.63,8.15,2.99,17.74,Average,-122.38,37.59
2019-2020,San Mateo,Sequoia Hospital,106410891,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,125,74,9,12.16,12.25,11.69,5.34,22.18,Average,-122.25,37.48
2019-2020,Santa Barbara,Marian Regional Medical Center,106420493,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,153,120,9,7.50,11.15,7.92,3.62,15.03,Average,-120.41,34.95
2019-2020,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,188,148,17,11.49,10.72,12.61,7.35,20.20,Average,-119.72,34.43
2019-2020,Santa Clara,Regional Medical Center of San Jose,106430705,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,135,85,13,15.29,13.45,13.39,7.13,22.89,Average,-121.85,37.36
2019-2020,Santa Clara,El Camino Hospital,106430763,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,220,103,11,10.68,11.55,10.89,5.43,19.48,Average,-122.08,37.37
2019-2020,Santa Clara,Good Samaritan Hospital - San Jose,106430779,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,176,111,16,14.41,11.19,15.16,8.67,24.62,Average,-121.94,37.25
2019-2020,Santa Clara,O'Connor Hospital,106430837,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,92,67,18,26.87,13.92,22.72,13.46,35.90,Worse,-121.94,37.33
2019-2020,Santa Clara,Santa Clara Valley Medical Center,106430883,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,139,86,16,18.60,9.82,22.31,12.75,36.23,Worse,-121.93,37.31
2019-2020,Santa Clara,Stanford Health Care,106430905,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,455,187,32,17.11,12.05,16.72,11.43,23.60,Average,-122.18,37.43
2019-2020,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,937,747,78,10.44,10.16,12.10,9.56,15.10,Average,-122.00,37.33
2019-2020,Santa Cruz,Dominican Hospital,106440755,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,170,97,13,13.40,10.62,14.86,7.91,25.41,Average,-121.98,36.99
2019-2020,Shasta,Shasta Regional Medical Center,106450940,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,215,152,22,14.47,12.29,13.86,8.69,20.98,Average,-122.39,40.59
2019-2020,Shasta,Mercy Medical Center - Redding,106450949,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,130,103,12,11.65,13.07,10.49,5.42,18.33,Average,-122.40,40.57
2019-2020,Solano,North Bay Medical Center,106481357,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,138,110,8,7.27,11.33,7.55,3.26,14.88,Average,-122.05,38.26
2019-2020,Sonoma,Providence Santa Rosa Memorial Hospital - Montgomery,106491064,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,143,100,6,6.00,11.06,6.38,2.34,13.90,Average,-122.70,38.44
2019-2020,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,66,38,2,5.26,11.06,5.60,0.68,20.24,Average,-122.71,38.47
2019-2020,Stanislaus,Doctors Medical Center,106500852,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,643,408,65,15.93,13.82,13.57,10.47,17.29,Average,-121.2,37.8
2019-2020,Stanislaus,Memorial Medical Center - Modesto,106500939,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,324,232,30,12.93,11.98,12.71,8.57,18.14,Average,-120.98,37.67
2019-2020,Tulare,Kaweah Health Medical Center,106540734,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,450,329,31,9.42,13.48,8.23,5.59,11.68,Better,-119.29,36.33
2019-2020,Ventura,Community Memorial Hospital - San Buenaventura,106560473,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,171,124,9,7.26,10.08,8.48,3.88,16.09,Average,-119.26,34.27
2019-2020,Ventura,Los Robles Hospital and Medical Center,106560492,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,152,103,20,19.42,10.88,21.01,12.83,32.45,Worse,-118.89,34.21
2019-2020,Ventura,St. John's Regional Medical Center,106560529,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,100,81,24,29.63,13.26,26.29,16.85,39.12,Worse,-119.16,34.22
2019-2020,Yuba,Adventist Health and Rideout,106580996,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,148,109,17,15.60,12.18,15.07,8.78,24.13,Average,-121.59,39.14
2019,Alameda,Alta Bates Summit Medical Center,106010937,Isolated CABG Operative Mortality,"16,271","13,252",290,2.19,183,155,2,1.29,2.51,1.12,0.14,4.06,Average,-122.3,37.82
2019,Alameda,Washington Hospital - Fremont,106010987,Isolated CABG Operative Mortality,"16,271","13,252",290,2.19,94,89,2,2.25,1.47,3.35,0.41,12.10,Average,-122.0,37.56
2019,Alameda,Stanford Health Care - Valleycare,106014050,Isolated CABG Operative Mortality,"16,271","13,252",290,2.19,38,34,1,2.94,1.89,3.40,0.09,18.97,Average,-121.9,37.69
2019,Butte,Enloe Medical Center - Esplanade,106040962,Isolated CABG Operative Mortality,"16,271","13,252",290,2.19,153,133,6,4.51,2.49,3.96,1.45,8.62,Average,-121.9,39.74
2019,Contra  Costa,John Muir Medical Center - Concord Campus,106071018,Isolated CABG Operative Mortality,"16,271","13,252",290,2.19,216,179,0,0.00,2.21,0.00,0.00,2.04,Better,-122.0,37.99
2019,Contra  Costa,San Ramon Regional Medical Center,106074017,Isolated CABG Operative Mortality,"16,271","13,252",290,2.19,42,38,1,2.63,1.46,3.95,0.10,22.00,Average,-122.0,37.78
