Year,County,Hospital,OSHPD ID,Performance Measure,# of Cases,# of Adverse Events,Risk-adjusted Rate,Performance Rating,Longitude,Latitude
2014-2015,San Bernardino,Desert Valley Hospital,106364144,CABG + Valve Operative Mortality,4,0,0,Average,-117.3,34.47
2014-2015,San Bernardino,Desert Valley Hospital,106364144,Post-Operative Stroke ,60,0,0,Average,-117.3,34.47
2013-2014,San Bernardino,Desert Valley Hospital,106364144,CABG + Valve Operative Mortality,10,1,15.15,Average,-117.3,34.47
2013-2014,San Bernardino,Desert Valley Hospital,106364144,Post-Operative Stroke ,65,3,4.19,Average,-117.3,34.47
2011-2012,San Bernardino,Desert Valley Hospital,106364144,Post-Operative Stroke ,5,0,0,Average,-117.29778,34.47093
2018,San Bernardino,Desert Valley Hospital,106364144,CABG Operative Mortality,27,1,3.13,Average,-117.3,34.47
2017,San Bernardino,Desert Valley Hospital,106364144,CABG Operative Mortality,37,0,0.00,Average,-117.3,34.47
2016,San Bernardino,Desert Valley Hospital,106364144,CABG Operative Mortality,30,1,3.09,Average,-117.3,34.47
2015,San Bernardino,Desert Valley Hospital,106364144,CABG Operative Mortality ,26,1,2.82,Average,-117.3,34.47
2014,San Bernardino,Desert Valley Hospital,106364144,CABG Operative Mortality ,34,3,9.14,Average,-117.3,34.47
2013,San Bernardino,Desert Valley Hospital,106364144,30-day Readmission ,25,7,23.84,Average,-117.3,34.47
2013,San Bernardino,Desert Valley Hospital,106364144,30-day Readmission ,25,7,23.84,Average,-117.3,34.47
2013,San Bernardino,Desert Valley Hospital,106364144,CABG + Valve Operative Mortality,6,1,18.29,Average,-117.3,34.47
2013,San Bernardino,Desert Valley Hospital,106364144,CABG + Valve Operative Mortality,6,1,18.29,Average,-117.3,34.47
2013,San Bernardino,Desert Valley Hospital,106364144,CABG Operative Mortality ,31,1,2.46,Average,-117.3,34.47
2013,San Bernardino,Desert Valley Hospital,106364144,CABG Operative Mortality ,31,1,2.46,Average,-117.3,34.47
2013,San Bernardino,Desert Valley Hospital,106364144,Post-Operative Stroke ,36,3,7.18,Average,-117.3,34.47
2013,San Bernardino,Desert Valley Hospital,106364144,Post-Operative Stroke ,36,3,7.18,Average,-117.3,34.47
2012,San Bernardino,Desert Valley Hospital,106364144,30-day Readmission ,4,2,36.47,Average,-117.29778,34.47093
2012,San Bernardino,Desert Valley Hospital,106364144,Operative Mortality ,5,1,17.93,Average,-117.29778,34.47093
2014-2015,San Bernardino,Kaiser Foundation Hospital - Fontana,106361223,30-Day Readmission,292,23,7.89,Average,-117.43549,34.0725
2014-2015,San Bernardino,Kaiser Foundation Hospital - Fontana,106361223,CABG + Valve Operative Mortality,55,1,2.55,Average,-117.43549,34.0725
2014-2015,San Bernardino,Kaiser Foundation Hospital - Fontana,106361223,Post-Operative Stroke ,304,0,0,Average,-117.43549,34.0725
2015,San Bernardino,Kaiser Foundation Hospital - Fontana,106361223,CABG Operative Mortality ,253,2,0.93,Average,-117.43549,34.0725
2017-2018,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,CABG + Valve Operative Mortality,117,3,2.81,Average,-117.44,34.07
2017-2018,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,CABG 30-Day Readmission,502,49,9.22,Average,-117.44,34.07
2017-2018,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,Post-Operative Stroke,520,6,1.19,Average,-117.44,34.07
2016-2017,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,CABG + Valve Operative Mortality,113,2,1.67,Average,-117.44,34.07
2016-2017,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,Post-Operative Stroke,525,5,1.19,Average,-117.44,34.07
2015-2016,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,CABG + Valve Operative Mortality,99,1,1.36,Average,-117.44,34.07
2015-2016,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,CABG 30-Day Readmission,501,39,7.71,Better,-117.44,34.07
2015-2016,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,Post-Operative Stroke,523,1,0.22,Better,-117.44,34.07
2013-2014,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,CABG + Valve Operative Mortality,10,0,0,Average,-117.44,34.07
2013-2014,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,Post-Operative Stroke ,51,0,0,Average,-117.44,34.07
2018,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,CABG Operative Mortality,265,4,1.47,Average,-117.44,34.07
2017,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,CABG Operative Mortality,255,4,1.67,Average,-117.44,34.07
2016,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,CABG Operative Mortality,270,3,1.33,Average,-117.44,34.07
2014,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,CABG Operative Mortality ,51,0,0,Average,-117.44,34.07
2017-2018,San Bernardino,Loma Linda University Medical Center,106361246,CABG + Valve Operative Mortality,62,4,6.94,Average,-117.26,34.05
2017-2018,San Bernardino,Loma Linda University Medical Center,106361246,CABG 30-Day Readmission,345,54,14.00,Average,-117.26,34.05
2017-2018,San Bernardino,Loma Linda University Medical Center,106361246,Post-Operative Stroke,402,5,1.08,Average,-117.26,34.05
2016-2017,San Bernardino,Loma Linda University Medical Center,106361246,CABG + Valve Operative Mortality,72,2,3.58,Average,-117.26,34.05
2016-2017,San Bernardino,Loma Linda University Medical Center,106361246,Post-Operative Stroke,373,4,0.98,Average,-117.26,34.05
2015-2016,San Bernardino,Loma Linda University Medical Center,106361246,CABG + Valve Operative Mortality,70,3,3.95,Average,-117.26,34.05
2015-2016,San Bernardino,Loma Linda University Medical Center,106361246,CABG 30-Day Readmission,312,46,12.22,Average,-117.26,34.05
2015-2016,San Bernardino,Loma Linda University Medical Center,106361246,Post-Operative Stroke,363,8,1.92,Average,-117.26,34.05
2014-2015,San Bernardino,Loma Linda University Medical Center,106361246,30-Day Readmission,306,34,9.74,Average,-117.26,34.05
2014-2015,San Bernardino,Loma Linda University Medical Center,106361246,CABG + Valve Operative Mortality,68,4,4.14,Average,-117.26,34.05
2014-2015,San Bernardino,Loma Linda University Medical Center,106361246,Post-Operative Stroke ,349,6,1.38,Average,-117.26,34.05
2013-2014,San Bernardino,Loma Linda University Medical Center,106361246,CABG + Valve Operative Mortality,83,8,7.12,Average,-117.26,34.05
2013-2014,San Bernardino,Loma Linda University Medical Center,106361246,Post-Operative Stroke ,340,1,0.25,Average,-117.26,34.05
2011-2012,San Bernardino,Loma Linda University Medical Center,106361246,Post-Operative Stroke ,384,8,2.12,Average,-117.26146,34.05164
2018,San Bernardino,Loma Linda University Medical Center,106361246,CABG Operative Mortality,204,5,1.94,Average,-117.26,34.05
2017,San Bernardino,Loma Linda University Medical Center,106361246,CABG Operative Mortality,198,4,1.85,Average,-117.26,34.05
2016,San Bernardino,Loma Linda University Medical Center,106361246,CABG Operative Mortality,175,5,1.97,Average,-117.26,34.05
2015,San Bernardino,Loma Linda University Medical Center,106361246,CABG Operative Mortality ,188,7,2.61,Average,-117.26,34.05
2014,San Bernardino,Loma Linda University Medical Center,106361246,CABG Operative Mortality ,161,8,3.47,Average,-117.26,34.05
2013,San Bernardino,Loma Linda University Medical Center,106361246,30-day Readmission ,149,26,14.98,Average,-117.26,34.05
2013,San Bernardino,Loma Linda University Medical Center,106361246,30-day Readmission ,149,26,14.98,Average,-117.26,34.05
2013,San Bernardino,Loma Linda University Medical Center,106361246,CABG + Valve Operative Mortality,71,7,7.94,Average,-117.26,34.05
2013,San Bernardino,Loma Linda University Medical Center,106361246,CABG + Valve Operative Mortality,71,7,7.94,Average,-117.26,34.05
2013,San Bernardino,Loma Linda University Medical Center,106361246,CABG Operative Mortality ,179,4,1.88,Average,-117.26,34.05
2013,San Bernardino,Loma Linda University Medical Center,106361246,CABG Operative Mortality ,179,4,1.88,Average,-117.26,34.05
2013,San Bernardino,Loma Linda University Medical Center,106361246,Post-Operative Stroke ,366,6,1.56,Average,-117.26,34.05
2013,San Bernardino,Loma Linda University Medical Center,106361246,Post-Operative Stroke ,366,6,1.56,Average,-117.26,34.05
2012,San Bernardino,Loma Linda University Medical Center,106361246,30-day Readmission ,157,25,15.21,Average,-117.26146,34.05164
2012,San Bernardino,Loma Linda University Medical Center,106361246,Operative Mortality ,187,7,3.99,Average,-117.26146,34.05164
2016-2017,San Bernardino,San Antonio Community Hospital,106361318,CABG + Valve Operative Mortality,71,2,2.97,Average,-117.64,34.1
2016-2017,San Bernardino,San Antonio Community Hospital,106361318,Post-Operative Stroke,242,8,3.15,Average,-117.64,34.1
2015-2016,San Bernardino,San Antonio Community Hospital,106361318,CABG + Valve Operative Mortality,62,3,4.02,Average,-117.64,34.1
2015-2016,San Bernardino,San Antonio Community Hospital,106361318,CABG 30-Day Readmission,204,20,9.76,Average,-117.64,34.1
2015-2016,San Bernardino,San Antonio Community Hospital,106361318,Post-Operative Stroke,245,8,2.82,Average,-117.64,34.1
2014-2015,San Bernardino,San Antonio Community Hospital,106361318,30-Day Readmission,216,28,12.75,Average,-117.64,34.1
2014-2015,San Bernardino,San Antonio Community Hospital,106361318,CABG + Valve Operative Mortality,54,4,6.11,Average,-117.64,34.1
2014-2015,San Bernardino,San Antonio Community Hospital,106361318,Post-Operative Stroke ,262,4,1.34,Average,-117.64,34.1
2013-2014,San Bernardino,San Antonio Community Hospital,106361318,CABG + Valve Operative Mortality,58,5,6.95,Average,-117.64,34.1
2013-2014,San Bernardino,San Antonio Community Hospital,106361318,Post-Operative Stroke ,269,3,1.08,Average,-117.64,34.1
2011-2012,San Bernardino,San Antonio Community Hospital,106361318,Post-Operative Stroke ,266,1,0.39,Average,-117.63828,34.10056
2017,San Bernardino,San Antonio Community Hospital,106361318,CABG Operative Mortality,129,2,1.52,Average,-117.64,34.1
2016,San Bernardino,San Antonio Community Hospital,106361318,CABG Operative Mortality,113,4,3.23,Average,-117.64,34.1
2015,San Bernardino,San Antonio Community Hospital,106361318,CABG Operative Mortality ,132,4,1.89,Average,-117.64,34.1
2014,San Bernardino,San Antonio Community Hospital,106361318,CABG Operative Mortality ,130,6,4.4,Average,-117.64,34.1
2013,San Bernardino,San Antonio Community Hospital,106361318,30-day Readmission ,126,7,5.83,Average,-117.64,34.1
2013,San Bernardino,San Antonio Community Hospital,106361318,30-day Readmission ,126,7,5.83,Average,-117.64,34.1
2013,San Bernardino,San Antonio Community Hospital,106361318,CABG + Valve Operative Mortality,52,3,6.35,Average,-117.64,34.1
2013,San Bernardino,San Antonio Community Hospital,106361318,CABG + Valve Operative Mortality,52,3,6.35,Average,-117.64,34.1
2013,San Bernardino,San Antonio Community Hospital,106361318,CABG Operative Mortality ,139,1,0.73,Average,-117.64,34.1
2013,San Bernardino,San Antonio Community Hospital,106361318,CABG Operative Mortality ,139,1,0.73,Average,-117.64,34.1
2013,San Bernardino,San Antonio Community Hospital,106361318,Post-Operative Stroke ,266,2,0.78,Average,-117.64,34.1
2013,San Bernardino,San Antonio Community Hospital,106361318,Post-Operative Stroke ,266,2,0.78,Average,-117.64,34.1
2012,San Bernardino,San Antonio Community Hospital,106361318,30-day Readmission ,110,11,10.17,Average,-117.63828,34.10056
2012,San Bernardino,San Antonio Community Hospital,106361318,Operative Mortality ,127,3,2.69,Average,-117.63828,34.10056
2017-2018,San Bernardino,San Antonio Regional Hospital,106361318,CABG + Valve Operative Mortality,59,0,0.00,Average,-117.64,34.1
2017-2018,San Bernardino,San Antonio Regional Hospital,106361318,CABG 30-Day Readmission,238,31,13.21,Average,-117.64,34.1
2017-2018,San Bernardino,San Antonio Regional Hospital,106361318,Post-Operative Stroke,258,8,2.94,Average,-117.64,34.1
2018,San Bernardino,San Antonio Regional Hospital,106361318,CABG Operative Mortality,129,1,0.87,Average,-117.64,34.1
2017-2018,San Bernardino,St. Bernardine Medical Center,106361339,CABG + Valve Operative Mortality,73,5,7.77,Average,-117.28,34.13
2017-2018,San Bernardino,St. Bernardine Medical Center,106361339,CABG 30-Day Readmission,450,61,13.20,Average,-117.28,34.13
2017-2018,San Bernardino,St. Bernardine Medical Center,106361339,Post-Operative Stroke,504,13,2.62,Average,-117.28,34.13
2016-2017,San Bernardino,St. Bernardine Medical Center,106361339,CABG + Valve Operative Mortality,59,2,3.76,Average,-117.28,34.13
2016-2017,San Bernardino,St. Bernardine Medical Center,106361339,Post-Operative Stroke,519,6,1.20,Average,-117.28,34.13
2015-2016,San Bernardino,St. Bernardine Medical Center,106361339,CABG + Valve Operative Mortality,80,7,7.12,Average,-117.28,34.13
2015-2016,San Bernardino,St. Bernardine Medical Center,106361339,CABG 30-Day Readmission,454,65,14.38,Average,-117.28,34.13
2015-2016,San Bernardino,St. Bernardine Medical Center,106361339,Post-Operative Stroke,528,9,1.68,Average,-117.28,34.13
2014-2015,San Bernardino,St. Bernardine Medical Center,106361339,30-Day Readmission,553,75,13.81,Average,-117.28,34.13
2014-2015,San Bernardino,St. Bernardine Medical Center,106361339,CABG + Valve Operative Mortality,90,8,7.68,Average,-117.28,34.13
2014-2015,San Bernardino,St. Bernardine Medical Center,106361339,Post-Operative Stroke ,701,8,1.18,Average,-117.28,34.13
2013-2014,San Bernardino,St. Bernardine Medical Center,106361339,CABG + Valve Operative Mortality,47,4,7.32,Average,-117.28,34.13
2013-2014,San Bernardino,St. Bernardine Medical Center,106361339,Post-Operative Stroke ,886,3,0.37,Better,-117.28,34.13
2011-2012,San Bernardino,St. Bernardine Medical Center,106361339,Post-Operative Stroke ,994,13,1.37,Average,-117.27865,34.1341
2018,San Bernardino,St. Bernardine Medical Center,106361339,CABG Operative Mortality,241,12,5.60,Worse,-117.28,34.13
2017,San Bernardino,St. Bernardine Medical Center,106361339,CABG Operative Mortality,263,6,2.30,Average,-117.28,34.13
2016,San Bernardino,St. Bernardine Medical Center,106361339,CABG Operative Mortality,256,7,2.63,Average,-117.28,34.13
2015,San Bernardino,St. Bernardine Medical Center,106361339,CABG Operative Mortality ,272,17,4.67,Worse,-117.28,34.13
2014,San Bernardino,St. Bernardine Medical Center,106361339,CABG Operative Mortality ,429,3,0.77,Average,-117.28,34.13
2013,San Bernardino,St. Bernardine Medical Center,106361339,30-day Readmission ,404,38,10.58,Average,-117.28,34.13
2013,San Bernardino,St. Bernardine Medical Center,106361339,30-day Readmission ,404,38,10.58,Average,-117.28,34.13
2013,San Bernardino,St. Bernardine Medical Center,106361339,CABG + Valve Operative Mortality,38,4,13.55,Average,-117.28,34.13
2013,San Bernardino,St. Bernardine Medical Center,106361339,CABG + Valve Operative Mortality,38,4,13.55,Average,-117.28,34.13
2013,San Bernardino,St. Bernardine Medical Center,106361339,CABG Operative Mortality ,457,14,3.69,Average,-117.28,34.13
2013,San Bernardino,St. Bernardine Medical Center,106361339,CABG Operative Mortality ,457,14,3.69,Average,-117.28,34.13
2013,San Bernardino,St. Bernardine Medical Center,106361339,Post-Operative Stroke ,965,9,1,Average,-117.28,34.13
2013,San Bernardino,St. Bernardine Medical Center,106361339,Post-Operative Stroke ,965,9,1,Average,-117.28,34.13
2012,San Bernardino,St. Bernardine Medical Center,106361339,30-day Readmission ,436,50,11.86,Average,-117.27865,34.1341
2012,San Bernardino,St. Bernardine Medical Center,106361339,Operative Mortality ,508,8,1.87,Average,-117.27865,34.1341
2017-2018,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,CABG + Valve Operative Mortality,30,3,11.01,Average,-117.27,34.54
2017-2018,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,CABG 30-Day Readmission,139,15,10.75,Average,-117.27,34.54
2017-2018,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,Post-Operative Stroke,153,4,3.03,Average,-117.27,34.54
2016-2017,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,CABG + Valve Operative Mortality,31,4,8.04,Average,-117.27,34.54
2016-2017,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,Post-Operative Stroke,160,3,2.23,Average,-117.27,34.54
2015-2016,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,CABG + Valve Operative Mortality,27,3,10.38,Average,-117.27,34.54
2015-2016,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,CABG 30-Day Readmission,152,18,12.52,Average,-117.27,34.54
2015-2016,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,Post-Operative Stroke,165,2,1.17,Average,-117.27,34.54
2014-2015,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,30-Day Readmission,156,24,16.22,Average,-117.27,34.54
2014-2015,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,CABG + Valve Operative Mortality,35,2,6.06,Average,-117.27,34.54
2014-2015,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,Post-Operative Stroke ,165,1,0.65,Average,-117.27,34.54
2018,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,CABG Operative Mortality,73,3,3.56,Average,-117.27,34.54
2017,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,CABG Operative Mortality,80,0,0.00,Average,-117.27,34.54
2016,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,CABG Operative Mortality,80,3,4.15,Average,-117.27,34.54
2015,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,CABG Operative Mortality ,85,1,0.93,Average,-117.27,34.54
2013-2014,San Bernardino,St. Mary Medical Center – Apple Valley,106361343,CABG + Valve Operative Mortality,37,2,6.22,Average,-117.27,34.54
2013-2014,San Bernardino,St. Mary Medical Center – Apple Valley,106361343,Post-Operative Stroke ,194,3,1.79,Average,-117.27,34.54
